company_registration_number,donor_name_as_published,donation_rows,rows_that_would_become_signals,distinct_members,first_accepted,last_accepted,total_pence
3637007,"Ecotricity Group Limited",6,0,0,2014-11-06,2016-02-23,26000000
02171248,"Loxton Developments Ltd",6,0,0,2017-02-16,2024-06-30,3000000
600419,"E. Hobbs (Farms) Ltd",6,0,0,2011-03-04,2022-02-10,2500000
02234889,"Cavendish Corporate Finance (UK) Ltd",6,0,0,2002-03-13,2015-02-04,5480510
02240234,"A.B. Produce PLC",6,0,0,2007-06-22,2010-12-28,2270000
3437118,"Rigby Group PLC",6,0,0,2017-03-16,2024-03-14,22500000
3419984,"Lovell Consulting Ltd",6,0,0,2019-11-30,2023-11-23,6500000
340931,"Wates Group Services Ltd",6,0,0,2008-06-09,2017-02-08,30000000
01269006,"Lowe & Fletcher Ltd",6,0,0,2003-03-03,2007-02-19,1870000
4322682,"Tuxford Exports Ltd",5,0,0,2011-12-23,2018-09-29,3500000
7345733,"Chinook Urban Mining Ltd",5,0,0,2014-04-04,2015-06-12,7390000
1915531,"Consolidated Contractors International Ltd",5,0,0,2011-08-01,2017-09-14,4150000
SC080359,"Peoples Limited",5,0,0,2001-06-07,2016-05-06,1426417
04603075,"IC Technology UK Limited",5,0,0,2009-07-17,2014-05-14,8200000
2359982,"Realreed Limited",5,0,0,2011-01-27,2015-03-12,11658760
4268340,"Ayr Group Ltd",5,0,0,2010-01-26,2015-06-19,10330000
3249445,"Quantum Securities Ltd",5,0,0,2011-08-01,2015-04-13,3000000
02944429,"BIBA Medical Limited",5,0,0,2015-04-10,2015-09-30,1727600
01455685,"Springfast Limited",5,0,0,2005-09-27,2009-07-03,648500
4853169,"Auvian Limited",5,0,0,2011-03-31,2019-03-10,4500000
04199316,"M & M Supplies (UK) PLC",5,0,0,2020-01-13,2025-07-09,1749800
5690020,"Libra Group Services Ltd",5,0,0,2013-04-04,2014-10-24,4000000
324939,"The Christian Constitutional Trust",5,0,0,2007-07-05,2009-04-01,4650000
00096056,"Fujitsu Services Limited",5,0,0,2014-05-27,2018-03-15,8120000
14923656,"Flight Path Travel",5,0,0,2023-10-07,2023-10-07,1192103
2442501,"IPG DXTRA (UK) (Weber Shandwick)",5,0,0,2004-08-09,2023-03-07,10218000
2917073,"Caverncharm Limited",5,0,0,2019-11-11,2022-04-06,13000000
00258706,"Wealdstone Labour Hall Limited",5,0,0,2010-06-30,2016-02-28,1259200
1990269,"Tucan Investmemts PLC",5,0,0,2014-03-01,2014-12-31,1395000
4166416,"David Taylor Partnerships Limited",5,0,0,2014-07-01,2015-05-01,792000
00791700,"Holding & Barnes plc",5,0,0,2005-03-09,2010-01-25,1450000
4161889,"THE&PARTNERS LONDON LIMITED",5,0,0,2019-05-30,2019-08-31,14645200
IP01099R,"East of England Co-operative Society",5,0,0,2008-07-18,2010-05-20,6806482
7279578,"AIM HIRE GLOBAL LIMITED",5,0,0,2018-03-14,2018-06-30,1800000
2781W,"Ringland Labour Club",5,0,0,2008-03-31,2009-12-02,365000
4806292,"Sovereign Business Jets Ltd",5,0,0,2013-11-22,2015-05-06,19533448
02909660,"London and Regional Properties Ltd",5,0,0,2006-11-27,2012-08-21,13493000
09609018,"Better for the Country",5,0,0,2016-06-16,2017-02-09,11352300
5203222,"Hillingdon Green Print",5,0,0,2005-06-30,2009-05-20,407000
5723942,"Political Lobbying and Media Relations Limited",5,0,0,2023-12-28,2024-04-24,3610330
SC256809 ?,"PG Paper Company Ltd",5,0,0,2024-01-03,2024-03-26,1269999
2800972,"Edwardian London Management Services",5,0,0,2017-05-23,2019-11-14,17079000
3497029,"Park Garage Group PLC",5,0,0,2011-07-28,2019-11-01,2400184
01482891,"International Hospitals Group Ltd",5,0,0,2014-03-14,2015-05-26,5250000
2059RS,"Scottish Midland Co-operative Society Limited",5,0,0,2011-02-21,2011-03-25,1178500
2512002,"L.Lynch (Holdings) Limited",5,0,0,2014-03-04,2015-01-09,1783306
00519500,"Tesco Stores Ltd (Sponsorship)",5,0,0,2002-08-30,2007-09-30,2484250
SC466540,"DALRIADA ENERGY LIMITED",5,0,0,2015-08-14,2018-09-22,1950000
710682,"S Wernick & Sons (Holdings) Ltd",5,0,0,2019-07-29,2021-11-19,4200000
14657193,"CONQUER TECHNOLOGY LTD",5,0,0,2024-05-16,2024-09-24,5045000
NI051735,"CAF Rail UK Ltd",5,0,0,2018-11-20,2023-08-21,17500000
00116945,"Unionist Buildings Ltd",5,0,0,2010-01-18,2010-05-03,1600000
06046062,"Tompkins UK Ltd",5,0,0,2009-07-13,2010-12-22,13640000
7364156,"Hydro Industries Ltd",5,0,0,2015-02-10,2020-07-30,7100000
3287616,"Farmglade Limited",5,0,0,2023-06-12,2023-12-19,1500000
2542729,"The Halcyon Gallery",5,0,0,2012-02-29,2018-12-12,7750000
5812951,"Appt Corporation Ltd",5,0,0,2014-06-17,2018-05-31,1883263
3144922,"MECM Ltd",5,0,0,2010-02-05,2019-12-12,49300000
9936051,"Nex Services Ltd",5,0,0,2017-05-05,2017-05-05,2500000
02722448,"GLC Ltd",5,0,0,2010-04-12,2010-09-13,12700000
876255,"Philip J Davies Holdings PLC",5,0,0,2017-05-02,2018-12-17,14101048
4513462,"A.C. WORLDWIDE GROUP LTD",5,0,0,2025-07-10,2026-02-20,7000000
3393503,"Bristol Laboratories Ltd",5,0,0,2018-06-26,2023-12-07,4335000
09702039,"Competere Limited",5,0,0,2024-02-05,2024-12-06,1480900
0205306,"Hampden Buildings Ltd",5,0,0,2005-05-08,2007-06-30,1750000
12582946,"Nova Venture Holdings Ltd",5,0,0,2022-10-14,2025-01-16,11321000
1243071,"Nike Land Securities Ltd",5,0,0,2007-12-19,2013-04-08,5800000
00653789,"B S Eaton Limited",5,0,0,2001-06-22,2025-11-07,3400000
3366749,"Global Brands Limited",5,0,0,2011-03-31,2024-06-10,2800000
256314,"Multitone Electronics Plc",5,0,0,2011-07-13,2016-04-22,6500000
03287616,"Farmglade Limited",5,0,0,2015-07-17,2025-06-23,1350000
05580579,"Zouk Ltd",5,0,0,2014-04-13,2014-04-30,1382500
SC175219,"Philip Wilson (Grain) Ltd",5,0,0,2001-04-09,2007-04-20,55680000
950164,"Folkes Holdings Ltd",5,0,0,2009-11-25,2021-01-26,7240000
938798,"Citigate Public Affairs Limited",5,0,0,2002-10-18,2006-09-05,3766250
05073942,"5th Avenue Partners Ltd",5,0,0,2005-02-10,2005-05-06,244906480
7353802,"KJ Costa Advisory Limited",5,0,0,2014-11-21,2019-05-24,20550000
1219696,"McNiff Civil Engineering",5,0,0,2003-04-30,2004-10-30,962000
2575875,"Seamark PLC",5,0,0,2011-07-06,2015-02-25,2450000
8075740,"Disciple Media Ltd",5,0,0,2017-02-01,2022-02-01,3411400
SP2059RS,"Scottish Midland Co-operative Society Ltd",5,0,0,2008-04-04,2010-08-13,5311400
03456022,"IM Properties PLC",5,0,0,2009-05-12,2010-12-31,38356556
4507008,"Swansway Garages Ltd",5,0,0,2022-11-18,2026-02-10,9749900
7623348,"Bushell Investment Group ? Business Services Limited",5,0,0,2020-03-04,2023-05-09,7000000
3882699,"New Cross Nursing Group Ltd",5,0,0,2014-05-15,2019-11-01,5270000
03106243,"Carl Pickford Advertising Ltd",5,0,0,2004-10-11,2006-10-23,23640000
4434745,"Tempcover Ltd",5,0,0,2015-03-18,2017-12-11,31000000
11963328,"6 KNIGHTS LIMITED",5,0,0,2023-09-25,2024-01-30,1000000
2278367,"Harris Ventures Limited",5,0,0,2007-12-20,2024-05-31,8894089
2615001,"Topland Group PLC",5,0,0,2011-07-05,2015-06-16,7780000
00840103,"John Nicholls (Trading) Limited",5,0,0,2004-04-20,2006-10-27,364000
13643603 ?,"Valary Management Limited",5,0,0,2023-02-16,2024-03-26,5267000
06527058,"GADF HOLDINGS LIMITED",5,0,0,2024-02-26,2024-06-28,50000000
11808595,"Tamils for Labour Ltd",5,0,0,2023-01-27,2023-03-21,2595000
3258542,"Radnor Hills Mineral Water Co Ltd",5,0,0,2015-01-15,2023-01-10,2600000
231824,"Saatchi & Saatchi Group Ltd",5,0,0,2008-09-30,2010-03-31,51854654
05034556,"Torex Retail Plc",5,0,0,2004-03-12,2006-12-31,2300000
02956243,"Finsbury Ltd",5,0,0,2007-09-20,2015-05-07,5095190
02078273,"Birmingham Airport Ltd",4,0,0,2001-05-01,2015-04-01,2403500
04285055,"Vincos Ltd",4,0,0,2003-08-27,2010-12-16,11232192
04006527,"Eastern Atlantic Helicopters Ltd",4,0,0,2010-03-06,2015-04-08,7634417
02355448,"Midland Food Group Ltd",4,0,0,2001-05-04,2010-03-15,3400000
2606752,"Irwin Mitchell Solicitors Ltd",4,0,0,2003-07-22,2005-11-28,2525000
07368847,"HEALTHCARE PERSONNEL SOLUTIONS LTD",4,0,0,2012-11-05,2024-06-25,7280000
2646243,"Walsall Conservative Investments Limited",4,0,0,2020-09-23,2022-09-15,4750000
IP08644R,"Anglia Regional Co-operative Societty",4,0,0,2007-01-12,2010-09-04,3989765
05566516,"Euro RSCG Apex Communications Ltd",4,0,0,2009-09-14,2010-08-27,2614000
3807724,"Monze Properties Ltd",4,0,0,2019-07-19,2023-12-19,2113000
1000964,"Libra Textiles Limited",4,0,0,2013-06-03,2024-06-10,7000000
3761294,"Delamere Dairy Limited",4,0,0,2016-05-31,2017-05-02,750000
10097916,"Labour Tomorrow",4,0,0,2016-07-25,2016-08-15,11746000
IP10088R,"Friends of Windsor Labour Hall Limited",4,0,0,2017-04-20,2017-06-06,1255722
2671815,"Morley Hayes Leisure Ltd",4,0,0,2014-12-17,2020-01-22,896210
1043868,"Paul Sykes Group Ltd",4,0,0,2001-05-04,2001-06-05,56272390
10728451,"Harbour International Limited",4,0,0,2018-12-11,2019-12-19,11276760
07364818,"Daedalus Business Services Limited",4,0,0,2017-07-04,2021-06-10,675000
10712682,"Dena London Limited",4,0,0,2024-01-31,2024-06-10,1385330
06055013,"SOUTH LAKELAND BUILDERS LTD",4,0,0,2017-09-30,2023-02-28,1040000
7337481,"Pilot Group Services Limited",4,0,0,2017-03-02,2019-06-21,4600000
3665285,"Morgan Allen Moore Ltd",4,0,0,2005-03-02,2006-02-15,1478000
2708090,"Allam Marine Limited",4,0,0,2012-02-09,2019-11-27,13690000
690947,"George Hammond PLC",4,0,0,2008-06-13,2017-05-08,900000
2715837,"DM Electronics Ltd",4,0,0,2008-08-15,2009-12-31,300000
IP12719R,"Cannock Unionist Club Ltd",4,0,0,2010-04-03,2019-11-11,2000000
271584,"DM Electronics Ltd",4,0,0,2008-10-01,2008-12-31,314350
1067737,"Hampden Insurance Holdings",4,0,0,2011-03-30,2011-12-31,5460000
02634071,"Jeffrey Management Ltd",4,0,0,2002-03-26,2007-03-22,3200000
2747056,"Dransfield Properties Limited",4,0,0,2007-12-01,2017-05-02,957016
68499,"Stephenson Group Ltd",4,0,0,2017-06-07,2019-11-27,12542000
2783152,"The Harrodian School Ltd",4,0,0,2010-02-09,2015-04-29,4000000
3531467,"AT&T ISTEL",4,0,0,2014-09-03,2017-11-23,3912840
5988409,"Windsor Partners Ltd",4,0,0,2011-03-17,2012-11-07,4900000
SC093761,"Cloburn Quarry Company Limited",4,0,0,2010-04-19,2010-07-13,2800000
3504830,"Blackfriars Hotels Limited",4,0,0,2013-09-30,2015-05-29,20350000
2797120,"Ashley Commercial Finance Limited",4,0,0,2014-12-31,2015-07-04,1600000
01170304,"Emerson Developments (Holdings) Ltd",4,0,0,2005-04-20,2010-07-12,1600000
7222231,"Court Consultants Ltd",4,0,0,2016-04-08,2017-09-01,1794891
10188504,"Regents House Ltd",4,0,0,2017-05-02,2017-05-24,1100000
3101807,"GNER Holdings Ltd - Sponsorship",4,0,0,2005-07-10,2007-12-05,1111000
SC117120,"Scottish Power UK Plc",4,0,0,2010-12-31,2017-09-08,4840000
02402369,"The 1900 Club",4,0,0,2010-03-22,2010-03-31,1000000
1059042,"Besblock Limited",4,0,0,2017-05-01,2019-11-14,2100000
6293017,"Barnes and Richmond Labour Club",4,0,0,2007-12-31,2009-12-31,2051200
3446822,"Advinia Health Care Limited",4,0,0,2015-03-10,2021-04-26,2800000
3153391,"Vertex Data Science Ltd",4,0,0,2004-08-11,2005-11-28,2350050
6386232,"Broad Gallery Limited",4,0,0,2013-09-30,2018-08-23,3295000
SC302175,"Stridewell Estates Limited",4,0,0,2015-03-25,2015-12-08,1750000
2880390,"Springfield Park Properties Limited",4,0,0,2007-11-09,2019-11-28,1150000
3128558,"European Land and Property Limited",4,0,0,2015-12-23,2019-11-11,45000000
03601888,"Venco Ltd",4,0,0,2014-10-01,2015-01-28,7000000
02272966,"Ransome's Dock Ltd",4,0,0,2005-02-24,2014-11-07,2000000
6494521,"THE ART OF CONNECTION LIMITED",4,0,0,2023-10-08,2025-11-24,960000
957114,"Lousada Plc",4,0,0,2007-10-29,2011-06-21,4050000
03300992,"Westmont Management Limited",4,0,0,2021-10-08,2024-04-18,8020000
00162264,"Walsham Brothers & Co Ltd",4,0,0,2002-09-25,2005-04-22,4550000
SC030096,"Mackies Ltd",4,0,0,2007-06-30,2009-12-03,846950
2884191,"Value Retail Management Ltd",4,0,0,2016-03-21,2019-10-10,975000
9385456,"AMOS ELLIS CONSULTING LIMITED",4,0,0,2018-12-07,2024-05-31,2647500
915525,"Exeter Labour and Trades Unions Premises Ltd",4,0,0,2002-12-31,2015-04-21,1444400
03840675,"Redsmoke Limited",4,0,0,2017-05-25,2019-11-25,4000000
332765,"HALFWAY CONSERVATIVE INVESTMENTS LTD",4,0,0,2023-08-31,2024-05-23,650000
00738272,"PETERSHAM NURSERIES LIMITED",4,0,0,2019-05-23,2022-05-06,1150000
9116498,"IMMENSA MANAGEMENT LIMITED",4,0,0,2023-07-31,2024-05-26,1850000
SC050905,"Izzi Property Limited",4,0,0,2010-07-15,2011-05-31,1254665
1353767,"Unex Construction Ltd",4,0,0,2011-03-14,2014-09-25,7000000
906856,"Christopher Moran & Co Ltd",4,0,0,2012-01-27,2016-10-14,4106000
9020959,"Ultimate Sucession Planning Ltd",4,0,0,2014-07-09,2015-05-10,950000
1174439,"Wrightsure Services Ltd",4,0,0,2014-07-30,2015-03-31,800000
00591940,"J.A.Pye (Oxford) Ltd",4,0,0,2005-12-19,2006-12-07,264000
11734308,"H.R. Smith Group Limited",4,0,0,2021-08-25,2024-06-10,12000000
00775765,"Tees Components Ltd",4,0,0,2004-12-13,2014-12-12,1400000
3309834,"DJP International Limited",4,0,0,2017-05-31,2019-11-14,4500000
03939281,"Beachley Property Ltd",4,0,0,2003-01-15,2006-10-18,1998000
8952350,"Stellite Finance Limited",4,0,0,2015-10-26,2018-06-26,22900000
8847748,"Levary UK Limited",4,0,0,2016-02-23,2021-04-07,5000000
00526209,"Pfizer Ltd",4,0,0,2003-10-28,2005-09-20,4053750
8823586,"RMB Associates Ltd",4,0,0,2016-07-30,2025-12-07,3150000
8810797,"Gallagher Developments Holdco Limited",4,0,0,2018-05-18,2019-10-23,3334381
05015556?,"BENALLA LIMITED",4,0,0,2017-01-11,2018-12-29,2200000
1438339,"Merthyr Tydfil Car Auction Ltd",4,0,0,2008-04-19,2023-03-31,5700000
SC054793,"Patersons of Greenoakhill Ltd",4,0,0,2002-12-16,2021-04-09,4234300
02321900,"McDonalds Hamburgers Ltd - Sponsorship",4,0,0,2001-09-30,2004-10-10,3007170
11235987,"WESTCOMBE DEVELOPMENTS LIMITED",4,0,0,2025-08-08,2026-03-11,26500000
1480593,"Typepost Limited",4,0,0,2011-10-19,2013-06-06,3800000
5174034,"Labour Hall Ilford Limited",4,0,0,2014-10-01,2017-01-09,1469750
01606007,"Mutchmeats Limited",4,0,0,2005-12-30,2011-12-21,1750000
01630792,"Posterscope UK",4,0,0,2016-04-15,2018-10-01,29681168
5071388,"Select Property Group Ltd",4,0,0,2015-01-31,2016-03-08,11026126
00327397,"Craven(Builders)Ltd",4,0,0,2010-04-01,2026-03-02,1800000
OC361119,"Patron Capital Advisers LLP",4,0,0,2014-10-23,2015-04-30,800000
SC517100,"Arden Strategies Limited",4,0,0,2022-05-17,2024-05-20,1979002
8753991,"Meydan Asset Management Ltd",4,0,0,2018-10-31,2020-07-22,8485400
00074837,"William Cook Ltd",4,0,0,2005-05-12,2009-05-15,50000000
00044888,"Eddisbury Property Company Limited",4,0,0,2005-05-03,2024-06-10,810000
00346359,"Sir Richard Sutton's Settled Estates",4,0,0,2001-05-21,2010-11-19,2975000
8585320,"Tratos Limited",4,0,0,2016-10-28,2019-06-13,3150000
5358216,"Albion Agencies Ltd",4,0,0,2015-11-20,2020-08-11,7256317
8570350,"The London Cabaret Club Limited",4,0,0,2015-07-02,2019-03-14,12500000
1568433,"Roper Rhodes Ltd",4,0,0,2001-11-13,2019-09-30,11800000
15727785,"THE BATEMAN BROWN TRUSTEES LIMITED",4,0,0,2024-05-31,2026-02-04,1700376
29356,"SOUTHEND-ON-SEA LIBERAL CLUB (INVESTMENTS) LIMITED",4,0,0,2014-12-31,2024-11-25,1664929
003892154,"EUK Consulting Ltd",4,0,0,2004-04-08,2004-06-30,1743700
8363406,"Interior Architecture Landscape Ltd",4,0,0,2025-07-14,2025-08-05,10000000
4794773,"Hallmark Care Home Holdings Ltd",4,0,0,2018-05-31,2019-03-14,1153360
SC345527,"Rightdose Healthcare Limited",4,0,0,2014-10-09,2021-03-09,10100000
1621476,"Martek Contracts Ltd",4,0,0,2014-10-17,2018-04-16,1100000
00040017,"Scarborough Liberal Clubhouse Company Limited (THE)",4,0,0,2006-10-01,2019-11-17,2500000
01778942,"Norbrook Laboratories (GB Ltd)",4,0,0,2001-04-02,2004-06-08,104697675
8241751,"Green Network UK PLC",4,0,0,2017-06-06,2018-11-23,12450000
SC327356,"Quality Chess UK Ltd",4,0,0,2012-09-30,2014-08-27,1060000
4732371,"Hollyhedge Limited",4,0,0,2017-05-17,2021-07-06,15700000
804559,"Grantham Investments Limited",4,0,0,2015-04-04,2024-05-17,1700000
00957114,"Lousada Plc",4,0,0,2005-10-20,2006-11-03,4800000
327397,"Craven (Builders) Ltd",4,0,0,2015-01-23,2023-12-15,1200000
01805376,"St. Mary Abchurch Investments (1984) Ltd",4,0,0,2004-12-31,2005-05-12,5250000
791700,"Holding & Barnes plc",4,0,0,2011-03-14,2013-03-06,1200000
07079981,"COLLEGE STREET PARTNERS LIMITED",4,0,0,2022-08-11,2025-12-20,5000000
295846,"Walsall Unionist Holdings Limited",4,0,0,2017-06-05,2020-01-07,2200000
775765,"Tees Components Ltd",4,0,0,2012-01-16,2017-11-16,2050000
01840837,"Ivor Braka Ltd",4,0,0,2006-10-26,2010-04-26,26000000
7756651,"L Marks Limited",4,0,0,2015-05-11,2017-06-05,5650000
11010534,"Montagu Ventures International Ltd",4,0,0,2019-11-19,2022-02-25,4985400
00098206,"THE CREDITON & DISTRICT LIBERAL DEMOCRAT COMPANY LIMITED",4,0,0,2010-06-30,2022-10-04,1660000
SO302085,"Digby Brown",4,0,0,2011-02-10,2014-11-10,1130000
IP525R,"Co-operative Group Limited",4,0,0,2012-03-31,2013-01-21,6700000
00051702,"Daniel Thwaites Plc",4,0,0,2005-04-22,2005-05-29,600000
01480593,"Typepost Ltd",4,0,0,2010-03-24,2015-01-06,4900000
7710894,"Peter Dunphy Associates",4,0,0,2011-12-08,2012-06-30,1397899
4511141,"Simmerson Associates Ltd",4,0,0,2013-12-08,2016-06-01,3400000
758492,"Lewis trust Group Ltd",4,0,0,2008-04-05,2008-04-20,800000
2281209,"Coyle Personnel PLC",4,0,0,2016-04-06,2017-04-10,2190000
2341675,"Wolfe Property Services Limited",4,0,0,2011-01-27,2019-11-28,1885063
01932077,"Younger Homes (Northern) Ltd",4,0,0,2001-04-05,2004-05-31,1371218
2359111,"3R Construction Development Ltd",4,0,0,2015-01-30,2020-02-28,1800000
4265494,"Sussex Research Ltd",4,0,0,2010-03-16,2017-05-31,12500000
05570185,"London Secure Services Ltd",4,0,0,2006-12-01,2007-07-30,2499600
02792424,"Tamares Real Estate Investments (UK) Ltd",4,0,0,2006-03-20,2010-04-07,17000000
03584555,"Knight Security Ltd",4,0,0,2009-10-23,2011-12-01,983400
246071,"Poeton Industries Limited",4,0,0,2012-11-14,2024-05-16,2500000
416203,"AC Properties (Acton) Ltd",4,0,0,2010-10-02,2026-03-20,4500000
02773528,"Targetfollow Estates Limited",4,0,0,2007-03-28,2009-06-02,6400000
01988678,"Joint London Holdings Ltd",4,0,0,2003-11-13,2006-12-13,4200000
2478112,"Freud Communications Ltd",4,0,0,2005-04-01,2005-05-06,3697700
4115619,"Texkimp Ltd",4,0,0,2016-09-01,2017-08-25,750000
5746893,"Grimes Finishings Limited",4,0,0,2020-02-10,2023-08-03,418200
2509857,"Fieldbonds Limited",4,0,0,2011-06-08,2017-06-16,6400000
4067712,"Cend Limited",4,0,0,2014-10-31,2018-05-11,20000000
5788239,"Atlantic Recycling Limited",4,0,0,2018-10-28,2021-03-26,2950000
IP07486R,"Slough Labour Memorial Hall Limited",4,0,0,2021-04-08,2023-05-15,1395809
03511919,"Eligo International Ltd",4,0,0,2007-04-07,2009-08-14,3110000
7364818,"Daedalus Business Services Ltd",4,0,0,2019-01-08,2019-06-04,370000
578955,"ALAN FIRMIN LIMITED",4,0,0,2015-04-21,2024-05-30,1600000
00167591,"Slough Estates PLC",4,0,0,2001-05-02,2003-04-16,3100000
02451400,"Wheatcroft Land Ltd",4,0,0,2005-02-07,2006-06-29,4700000
5826264,"CONSILIUM CAPITAL LIMITED",4,0,0,2019-10-21,2019-11-22,419400
03559699,"Hanover Communications International Ltd",4,0,0,2006-08-21,2020-02-06,3840000
3905586,"National Express Airport Holdings Ltd",4,0,0,2004-02-26,2005-08-17,2900000
IP14052R,"Watford Labour Halls",4,0,0,2004-04-01,2005-12-31,375000
8311157,"Spring View Care Ltd.",3,0,0,2015-07-17,2021-12-10,341000
00028766,"The Godalming & District Constitutional Club",3,0,0,2004-07-13,2006-08-04,360000
00034239,"Brintons Ltd",3,0,0,2001-03-23,2006-05-08,2448790
00036515,"Oceana Investment Corp Ltd",3,0,0,2001-03-22,2004-09-14,3550000
00156663,"Helical Bar Plc",3,0,0,2001-04-02,2001-05-01,1250000
00413150,"Cringle Corporation Ltd",3,0,0,2006-03-31,2009-09-08,42558140
00467432,"Torquay Liberal Ass (1949) Ltd",3,0,0,2001-04-27,2003-09-30,550000
00481586,"J.T Leavesley Ltd",3,0,0,2004-12-31,2024-06-19,3325000
00540615,"General Commercial Agencies Ltd",3,0,0,2009-07-06,2010-07-20,1870000
00560074,"The Lionel Cooke Memorial Fund",3,0,0,2002-03-03,2016-01-20,12000000
00564955,"J.C.B. Service",3,0,0,2023-02-23,2023-09-12,52700000
00629619,"Trago Mills Ltd",3,0,0,2010-04-12,2015-02-11,2100000
00634680,"Arnold Estates Limited",3,0,0,2007-01-26,2010-04-19,1148560
00646115,"River Front Properties Ltd",3,0,0,2006-06-30,2007-03-30,892500
00693374,"Fulham Investment & Property Company Ltd",3,0,0,2003-01-15,2009-02-27,1360920
00693394,"Dashwood Finance Co Ltd",3,0,0,2001-05-18,2007-06-06,1500000
00758492,"Lewis Trust Group Ltd",3,0,0,2010-01-19,2010-03-31,2300000
00823312,"Bromfield Sand & Gravel Co. Limited",3,0,0,2005-02-10,2015-05-19,1400000
00868042,"Martin-Baker Aircraft Company Ltd",3,0,0,2006-10-17,2015-01-19,2250000
01007428,"Torex Plc",3,0,0,2003-04-01,2003-12-08,1040000
01102932,"Burkeley Burke Holdings Ltd",3,0,0,2002-05-03,2009-09-22,3686313
01134860,"Berkeley Burke & Co Ltd",3,0,0,2009-06-02,2010-04-26,2700000
01362650,"Harvey Water Softeners Ltd",3,0,0,2001-12-06,2010-04-30,1150000
01366132,"Air Foyle Ltd",3,0,0,2001-06-01,2002-05-30,2150000
01370124,"Castle Rising Holdings Ltd",3,0,0,2003-03-31,2005-09-19,5572233
01536502,"Normanby Estate Holdings Ltd",3,0,0,2005-04-21,2009-12-31,600000
01601171,"Fox Pitt Kelton Ltd",3,0,0,2009-11-27,2009-12-23,2400000
01611881,"Colmore Trust Ltd",3,0,0,2002-02-26,2004-03-26,3000000
01694059,"CLARENDON GATE LIMITED",3,0,0,2023-04-25,2024-05-31,2250000
01782005,"City & Provincial Properties Plc",3,0,0,2006-07-20,2009-11-19,1118500
01852206,"Midland Software Limited",3,0,0,2007-06-21,2009-12-15,650000
01866076,"Churchill Retirement (Group) Ltd",3,0,0,2010-09-30,2019-02-18,20925000
01894292,"Tustin Developments Ltd",3,0,0,2014-08-01,2014-11-07,2050000
02235957,"Home House & Ed Bonner Co Ltd",3,0,0,2001-06-30,2006-04-20,860000
02300415,"Foxbury Construction Ltd",3,0,0,2014-10-24,2016-05-25,700000
02324869,"Engineering Marine and Training Agency",3,0,0,2001-03-30,2001-09-20,1422500
02355925,"Cobra Beer Ltd",3,0,0,2003-05-15,2003-09-30,925600
02454455,"Echo Reasearch Ltd",3,0,0,2010-06-30,2010-06-30,2800000
02471319,"Hotcourses Ltd",3,0,0,2003-11-19,2005-07-04,12113281
02488264,"Bell Pottinger Public Affairs LTD",3,0,0,2009-03-17,2012-02-03,748000
02495404,"J & H Sales (International) Ltd",3,0,0,2010-06-23,2010-10-26,3780000
02553033,"Jayroma (London) Ltd",3,0,0,2006-10-05,2010-09-24,2757000
02641733,"North British Securities Ltd",3,0,0,2009-01-10,2012-04-30,1800000
02675585,"Bestway Northern Ltd",3,0,0,2007-05-29,2016-08-01,4000000
02700322,"Lizon Properties Ltd",3,0,0,2006-03-27,2009-05-21,15000000
02715837,"DM Electronics Limited",3,0,0,2009-03-31,2015-02-02,655000
02800972,"Edwardian London Management Services Limited",3,0,0,2020-05-06,2020-05-06,12000000
02845186,"James Taylor Construction Ltd",3,0,0,2020-02-05,2020-07-14,3900000
02889201,"Wharf Land Investments Ltd",3,0,0,2003-03-26,2005-03-30,3500000
02892233,"FCT Europe Ltd",3,0,0,2001-03-07,2001-05-17,5000000
02904597,"E.I.R.P Limited",3,0,0,2019-05-25,2025-12-24,29500000
02976538,"Tangerine Holdings Limited",3,0,0,2024-06-17,2025-01-13,10000000
02990055,"Orange Aero Ltd",3,0,0,2009-12-17,2009-12-17,8020000
03013551,"Abercorn School Ltd",3,0,0,2002-12-02,2003-07-01,1500000
03086282,"Sanders & Partners Ltd",3,0,0,2010-03-31,2010-09-30,600000
03116767,"Samworth Brothers Ltd",3,0,0,2002-05-03,2003-11-12,3200000
03117529,"Didgemere Consultants Ltd",3,0,0,2003-12-15,2005-04-13,2000000
03176892,"Sainty Hird & Partners Ltd",3,0,0,2009-12-10,2015-02-19,1499900
03187173 ?,"The Red House (Ashstead) Ltd",3,0,0,2023-01-26,2023-06-22,1500000
03283010,"William Cook Holdings Ltd",3,0,0,2007-07-31,2010-07-05,1651733
03311052,"Deloitte MCS Ltd",3,0,0,2004-06-30,2004-11-30,5103875
03321737,"Patron Capital Ltd",3,0,0,2009-04-28,2010-05-10,2150000
03368112,"Steep Investments Ltd",3,0,0,2006-12-01,2007-08-30,2375007
03385330,"Private Investor Capital Ltd",3,0,0,2004-01-12,2015-01-20,3850000
03446822?,"ADVINIA HEALTH CARE LIMITED",3,0,0,2023-02-09,2023-07-06,1226000
03513178,"KPMG",3,0,0,2001-03-17,2003-03-28,12400000
03675746,"Euro RSCG London Ltd",3,0,0,2009-09-30,2010-05-30,27997500
03703848,"M&M Investment Company PLC",3,0,0,2003-02-11,2019-08-12,5920000
03828594,"Bar & Kitchen Ltd",3,0,0,2018-09-27,2021-09-19,2375000
04265494,"Sussex Research Ltd",3,0,0,2010-04-28,2010-12-09,4750000
04295981,"Huawei Technologies (UK) Co. Ltd",3,0,0,2012-07-31,2013-08-16,2720000
