company_registration_number,donor_name_as_published,donation_rows,rows_that_would_become_signals,distinct_members,first_accepted,last_accepted,total_pence
00592720,"Centrax Ltd",1,0,0,2010-05-26,2010-05-26,400000
00584986,"P & D Northern Steels Ltd",1,0,0,2016-09-19,2016-09-19,400000
99122,"Norwich Union Insurance Limited",1,0,0,2008-10-28,2008-10-28,853800
00578300,"Grovemere Property Limited",1,0,0,2022-08-02,2022-08-02,200000
9961838,"Qandor Ltd",1,0,0,2020-07-23,2020-07-23,1000000
00575166,"Tappex Thread Inserts Ltd",1,0,0,2015-02-01,2015-02-01,74000
00571091,"Massey Bros (Feeds) Ltd",1,0,0,2026-02-17,2026-02-17,251800
00565580,"Dexam International Ltd",1,0,0,2001-05-21,2001-05-21,605500
00553444,"D.Macintyre & Son Limited",1,0,0,2014-03-05,2014-03-05,300000
FC012665,"McKinsey & Company",1,0,0,2011-03-14,2011-03-14,1004400
00533089,"Walker and Son (Hauliers) Ltd",1,0,0,2014-12-10,2014-12-10,250000
00521082,"Selits Ltd",1,0,0,2014-09-16,2014-09-16,575000
sc184779,"Abbey Business Centres",1,0,0,2002-06-10,2002-06-10,1500000
00520793,"F Williams (Bedford) Ltd",1,0,0,2005-04-12,2005-04-12,200000
00515891,"Wedge Group Galvanizing Ltd",1,0,0,2005-04-15,2005-04-15,600000
00514002 ?,"HTI TOYS UK LIMITED",1,0,0,2023-07-14,2023-07-14,5000000
IP05315R,"Rawdon & Guiseley Conservative Club Ltd",1,0,0,2008-05-23,2008-05-23,3000000
IP05526R,"Clacton Conservative Club Ltd",1,0,0,2005-05-03,2005-05-03,150000
IP05569R,"Plympton Conservative Club Limited",1,0,0,2024-08-29,2024-08-29,400000
IP05595R,"Torpoint & District Unionist Club Ltd",1,0,0,2017-12-19,2017-12-19,300000
00513463,"L.J.C Fund Limited",1,0,0,2024-01-08,2024-01-08,2000000
00512735,"F.W. Deptford (Over) Limited",1,0,0,2018-01-18,2018-01-18,500000
IP08884R,"Gorleston on Sea Conservative Club Limited",1,0,0,2009-12-01,2009-12-01,206100
SC603446,"Pentland Communications Limited",1,0,0,2022-03-03,2022-03-03,200000
IP10609R,"Woking Labour Club and Institute Limited",1,0,0,2010-05-06,2010-05-06,201750
00501073,"New Field Limited",1,0,0,2006-01-03,2006-01-03,235000
IP11193R,"Leeds Co-operative Society",1,0,0,2007-03-22,2007-03-22,663700
00499738,"Earl of Plymouth Estates Ltd",1,0,0,2015-04-02,2015-04-02,600000
00495416,"Litchfield Bros Ltd",1,0,0,2004-05-31,2004-05-31,1500000
IP11805R,"Barnes and Richmond Labour Club",1,0,0,2010-10-01,2010-10-01,520000
IP12961R,"Hornsey Labour Party Premises Society",1,0,0,2003-07-01,2003-07-01,77500
IP13714R,"Benton Conservative Club",1,0,0,2001-05-17,2001-05-17,200000
00487019,"A. Levy & Son Limited",1,0,0,2014-10-08,2014-10-08,200000
00472968,"Boodle & Dunthorne Ltd",1,0,0,2004-05-13,2004-05-13,1000000
00470115,"St Albans City Liberal Club",1,0,0,2010-06-30,2010-06-30,239400
00468931,"MELHAM GROUP LIMITED",1,0,0,2019-06-16,2019-06-16,1000000
IP17575R,"Mid Sussex Conservative Club Ltd",1,0,0,2015-01-14,2015-01-14,200000
SC608658,"Drum Buchanan Wharf 5 Limited",1,0,0,2024-05-31,2024-05-31,4500000
00468526,"Davis (Forest Field) Limited",1,0,0,2010-04-21,2010-04-21,300000
00036724,"Smith Bradbeer & Co. Ltd",1,0,0,2004-10-21,2004-10-21,200000
IP19737R,"Waltham Holy Cross Conservative Club",1,0,0,2005-04-19,2005-04-19,200000
IP19985R,"Chard Conservative Club Ltd",1,0,0,2009-03-10,2009-03-10,109150
IP21032R,"Redhill Constitutional Club Ltd.",1,0,0,2004-10-04,2004-10-04,6078306
00468397,"William Davis Ltd",1,0,0,2005-03-04,2005-03-04,300000
IP2589RS,"Scotmid Property and Services Limited",1,0,0,2013-12-20,2013-12-20,165000
IP2783R,"Co-operatives UK",1,0,0,2007-07-01,2007-07-01,600000
00461462,"V & P Midlands Ltd",1,0,0,2001-07-02,2001-07-02,2435616
IP973R,"Chelmsford Star Co-operative Society Ltd",1,0,0,2007-06-01,2007-06-01,300000
Jellicoe House,"Built Environment Communications Group Ltd",1,0,0,2022-09-09,2022-09-09,930000
00427297,"Stanhill Farms Ltd",1,0,0,2005-04-29,2005-04-29,1000000
00426752,"Webb Investments Ltd",1,0,0,2003-11-20,2003-11-20,10000000
00421257,"The Imperial Hotel",1,0,0,2005-02-23,2005-02-23,1000000
00418637,"Hall & Botterill",1,0,0,2005-06-07,2005-06-07,311000
NI027648,"Haughey Air Ltd",1,0,0,2003-04-14,2003-04-14,1100000
NI030646,"FLAGSHIP MEDIA GROUP LTD",1,0,0,2019-11-19,2019-11-19,500000
NI043239,"Airtricity Holdings (UK) Limited",1,0,0,2005-02-28,2005-02-28,300000
00412719,"J Scott (Thrapston) Limited",1,0,0,2017-05-10,2017-05-10,200000
NI130646,"Flagship Media Group Ltd",1,0,0,2003-05-13,2003-05-13,200000
(0)1470151,"Bae Systems Plc",1,0,0,2023-05-26,2023-05-26,1200000
NI7665,"Norbrook Laboratories",1,0,0,2004-04-27,2004-04-27,5000000
00403053,"Allied Commercial Exporters Limited",1,0,0,2015-12-15,2015-12-15,2500000
Not Provided,"89UP Limited",1,0,0,2024-05-29,2024-05-29,290000
0040017,"Scarborough Liberal Clubhouse Company Ltd",1,0,0,2005-04-18,2005-04-18,300000
00397916,"Wiggins Group PLC",1,0,0,2001-07-20,2001-07-20,800000
OC30154O,"KPMG LLP",1,0,0,2004-12-31,2004-12-31,1500000
OC302585,"Odey Asset Management Ltd",1,0,0,2015-04-23,2015-04-23,600000
OC303202,"Unique Network Solutions Ltd",1,0,0,2009-12-17,2009-12-17,480000
OC303471,"Baringa Partners LLP",1,0,0,2024-01-01,2024-01-01,3006150
00388288,"Adshead Ratcliffe & Co Ltd",1,0,0,2002-01-14,2002-01-14,654386
OC303937,"Root Capital LLP",1,0,0,2020-02-03,2020-02-03,1200000
OC307073,"RMPI LLP",1,0,0,2019-01-09,2019-01-09,200000
00366054,"Wittington Investments Ltd",1,0,0,2004-11-10,2004-11-10,10000000
OC308082,"Acaster LLP",1,0,0,2007-01-15,2007-01-15,100800
OC310658,"DLA Piper Global Services LLP - Sponsorship",1,0,0,2008-08-27,2008-08-27,587500
OC315106,"Marwyn Capital LLP",1,0,0,2010-03-16,2010-03-16,2500000
OC315962,"HDI Capital Partners LLP",1,0,0,2010-10-18,2010-10-18,200000
OC316960,"Allerton Priory LLP",1,0,0,2011-03-17,2011-03-17,250000
OC321025,"Palmer Capital LLP",1,0,0,2013-03-08,2013-03-08,400000
OC321250,"Triple Point Investment Management LLP",1,0,0,2020-12-11,2020-12-11,800000
OC321337,"DE & DH Lever Commercial Property LLP",1,0,0,2008-05-19,2008-05-19,200000
OC324008,"Warwick Balfour Capital LLP",1,0,0,2014-10-30,2014-10-30,500000
OC328080,"Strategic Dimensions LLP",1,0,0,2008-08-12,2008-08-12,140000
OC329662,"Hubbard Pegman & Whitney LLP",1,0,0,2021-07-26,2021-07-26,200152
OC329994,"ISIS Business Solutions (Northants) LLP",1,0,0,2015-03-30,2015-03-30,356200
OC332320,"Wellgold LLP",1,0,0,2010-02-15,2010-02-15,5500000
00347968,"Prentice Aircraft and Cars Limited",1,0,0,2017-05-22,2017-05-22,200000
OC337654,"STAC Consultancy LLP",1,0,0,2010-12-06,2010-12-06,350000
OC341246,"JRJ Venture LLP",1,0,0,2015-02-12,2015-02-12,1000000
OC342778,"SCM Private LLP",1,0,0,2012-04-26,2012-04-26,1168008
OC348998,"MCHALE CONTRACTS AND PLANT ENVIRONMENTAL LLP",1,0,0,2010-03-15,2010-03-15,500000
OC354497,"Greybull Capital LLP",1,0,0,2025-06-24,2025-06-24,10000000
SC682469,"True North (Scotland) Limited",1,0,0,2024-03-26,2024-03-26,240000
OC359103,"The Boston Consulting Group LLP",1,0,0,2014-10-29,2014-10-29,4500000
OC359581,"Beattie McGuinness Bungay London LLP",1,0,0,2013-03-31,2013-03-31,1382040
OC360201,"LXM Finance LLP",1,0,0,2015-12-23,2015-12-23,1300000
OC360308,"ALIXPARTNERS UK LLP",1,0,0,2010-11-09,2010-11-09,400000
00343659,"Sir Richard Sutton's Settled Estates Ltd",1,0,0,2001-06-04,2001-06-04,1000000
OC361699,"Fairweathers Solicitors LLP",1,0,0,2015-01-15,2015-01-15,300000
OC372721,"Montague Asset Management LLP",1,0,0,2017-05-22,2017-05-22,1000000
OC375601,"Parabola Capital LLP",1,0,0,2017-03-02,2017-03-02,5000000
00332765,"Halfway Conservative Hall Limited",1,0,0,2015-04-30,2015-04-30,350000
OC395428,"KNARESBOROUGH AVIATION LLP",1,0,0,2023-06-20,2023-06-20,930000
SC95810,"Tomatin Distilery Company Limited",1,0,0,2007-07-21,2007-07-21,500000
OC396555,"Nightingale Touring LLP",1,0,0,,,4000000
OC402545,"Growth Partner LLP",1,0,0,2018-04-26,2018-04-26,4972500
00320784,"National House Building Council",1,0,0,2025-05-16,2025-05-16,1500000
00319780,"J & H Bunn Ltd",1,0,0,2004-11-30,2004-11-30,500000
00312678,"ESSEX FLOUR & GRAIN COMPANY LIMITED",1,0,0,2024-03-18,2024-03-18,550000
OC421166,"ROSIE BRACHER SOLICITORS LLP",1,0,0,2024-05-29,2024-05-29,300000
00312286,"City Cruises Ltd",1,0,0,2001-03-10,2001-03-10,380400
00303039,"London Linen Supply Limited",1,0,0,2011-02-07,2011-02-07,200000
00295846,"WALSALL UNIONIST HOLDINGS LIMITED",1,0,0,2024-06-25,2024-06-25,600000
SC005140,"Charles Connell & Company (Holdings) Ltd",1,0,0,2021-03-30,2021-03-30,1000000
00290803 ?,"Peterborough United Football Club Ltd",1,0,0,2022-05-12,2022-05-12,500000
00286146,"Milton (Peterborough) Estates Company",1,0,0,2013-12-17,2013-12-17,1000000
00284385,"Eli Lilly and Company Ltd",1,0,0,2013-07-25,2013-07-25,850000
00281384,"Edmund G Thornhill",1,0,0,2006-06-30,2006-06-30,500000
SC036374,"The Edrington Group - Sponsorship",1,0,0,2009-01-23,2009-01-23,174150
SC036386,"Arnold Clark Automobiles Ltd",1,0,0,2005-05-15,2005-05-15,750000
00276353,"S Ross & Co Ltd",1,0,0,2005-04-12,2005-04-12,150000
SC041172,"Esson Properties Ltd",1,0,0,2001-05-21,2001-05-21,500000
SC042166,"Glenrath Farms Ltd",1,0,0,2020-02-18,2020-02-18,999500
SC042597,"Tube Developments Ltd",1,0,0,2011-04-20,2011-04-20,1000000
SC042818,"Hill and Hay Ltd",1,0,0,2008-11-07,2008-11-07,824000
SCO52531,"Ferguson Seacabs Ltd",1,0,0,2001-03-20,2001-03-20,1370000
SCO68670,"Ashley Group Ltd",1,0,0,2001-03-05,2001-03-05,1370000
SC051530,"C R SMITH GLAZIERS (DUNFERMLINE) LIMITED",1,0,0,2021-02-16,2021-02-16,200000
SC052125,"Muir Homes Limited",1,0,0,2006-05-19,2006-05-19,135000
00271595,"The Boughton Estates Ltd",1,0,0,2004-12-29,2004-12-29,160000
SC059670,"Bruce Douglas Marketing Limited",1,0,0,2014-03-28,2014-03-28,200000
SC060077,"Robertson Group",1,0,0,2016-05-27,2016-05-27,300000
SC060799,"John Lynch Builders Ltd",1,0,0,2003-04-22,2003-04-22,300000
SC067627,"FISHERS SERVICES LIMITED",1,0,0,2024-05-31,2024-05-31,500000
SC080027,"United Whole Sale Grocers Ltd",1,0,0,2016-11-04,2016-11-04,247241
00267687,"Weetabix Ltd",1,0,0,2001-04-23,2001-04-23,1000000
SC085347,"Pursol Limited",1,0,0,2024-06-24,2024-06-24,1000000
SC086391,"Walter Scott (Investment Management) Ltd",1,0,0,2004-04-30,2004-04-30,1500000
00259736,"Morris Hall Limited",1,0,0,2010-04-15,2010-04-15,200000
SC092397,"Morris Leslie Limited",1,0,0,2014-05-09,2014-05-09,500000
SC092568,"Barry D Trentham Ltd",1,0,0,2001-04-02,2001-04-02,1000000
SC092623,"City Facilities Management (UK) Limited",1,0,0,2002-03-01,2002-03-01,180000
SC093685,"Walter Scott & Partners Ltd",1,0,0,2001-04-02,2001-04-02,712300
00256314,"Multitone Electronics Plc",1,0,0,2010-04-14,2010-04-14,10000000
SC094284,"Thomson Litho Holdings Ltd",1,0,0,2005-04-01,2005-04-01,270000
SC096849,"Lothian Buses plc - Sponsorship",1,0,0,2007-03-14,2007-03-14,200000
SC097566,"Scottish Daily Record & Sunday Mail Ltd",1,0,0,2002-06-19,2002-06-19,2000000
00255865,"W & H Elliotts Ltd",1,0,0,2005-02-03,2005-02-03,1000000
SC100269,"FERRING CONTROLLED THERAPEUTICS LIMITED",1,0,0,2017-05-27,2017-05-27,1500000
SC103823,"Kiltane Developments Ltd",1,0,0,2017-03-16,2017-03-16,2000000
SO300990,"City Building (Glasgow) LLP",1,0,0,2009-01-05,2009-01-05,200000
SC105493,"Strathvale Holdings",1,0,0,2004-03-01,2004-03-01,135000
SC108926,"BSW Timber Limited",1,0,0,2015-03-30,2015-03-30,300000
SO303811,"Blair Estate (Scotland) LLP",1,0,0,2015-03-20,2015-03-20,400000
SC114110,"The Decorator Centre Limited",1,0,0,2020-01-12,2020-01-12,500000
00246071,"Poeton Industries Ltd",1,0,0,2004-10-05,2004-10-05,150000
SC117976,"City Refrigeration",1,0,0,2004-10-01,2004-10-01,175000
SC123734,"Aquatic Engineering and Construction Ltd",1,0,0,2005-04-13,2005-04-13,200000
SC126684,"Microcom Training",1,0,0,2007-02-28,2007-02-28,150000
SC128329,"Claymore Motor Co Ltd",1,0,0,2005-05-31,2005-05-31,300000
SC129033,"First Glasgow - Sponsorship",1,0,0,2009-01-15,2009-01-15,200000
SC132444,"Otterston Properties Ltd",1,0,0,2005-04-29,2005-04-29,1000000
SC134248,"William Grant & Sons Limited",1,0,0,2014-05-23,2014-05-23,10000000
SP2059,"Scottish Midland Co-operative Society Ltd",1,0,0,2007-02-23,2007-02-23,1106100
0001620599,"Botanica Inc",1,0,0,2018-04-09,2018-04-09,375000
SC136823,"RDK Construction Ltd",1,0,0,2007-05-30,2007-05-30,150000
04624666,"Edison School UK Ltd",1,0,0,2007-03-13,2007-03-13,600000
04638853,"Rhodepark Limited",1,0,0,2003-11-13,2003-11-13,200000
04649411,"Platinum One Hotels Ltd",1,0,0,2004-07-20,2004-07-20,250000
04657788,"Communicator Corporation Ltd",1,0,0,2009-07-15,2009-07-15,120000
04662101,"J G Management Ltd",1,0,0,2006-11-03,2006-11-03,800000
04662663,"Zeus Partners Ltd",1,0,0,2004-09-23,2004-09-23,2500000
SC139314,"Birlinn Limited",1,0,0,2007-05-09,2007-05-09,250000
04683806,"Qhotels Group Limited",1,0,0,2010-07-22,2010-07-22,500000
04690404,"Gulfstream Aerospace Corp",1,0,0,2007-06-11,2007-06-11,1500000
04695861,"ONE CALL ESTATES LIMITED",1,0,0,2024-01-29,2024-01-29,2500000
04702998,"Gwendolen House Nursery School Ltd",1,0,0,2015-03-13,2015-03-13,170000
04708694,"Nam Long Le Shaker Ltd",1,0,0,2005-12-09,2005-12-09,125000
04624000,"Advantage Digital Outdoor Media Ltd",1,0,0,2014-12-04,2014-12-04,175000
04732371,"Hollyhedge Limited",1,0,0,,,5000000
04735490,"Smithfield Consultants Ltd",1,0,0,2011-12-01,2011-12-01,875000
04621058,"RJJ Management Ltd",1,0,0,2009-11-06,2009-11-06,2500000
04746712,"Abbey Total Care Group Ltd",1,0,0,2018-03-20,2018-03-20,160000
04749376,"Smee Family Interests Ltd",1,0,0,2006-10-16,2006-10-16,500000
04759694,"Packt Publishing Limited",1,0,0,2012-02-22,2012-02-22,250000
04619954,"Northern Rail Ltd",1,0,0,2010-03-03,2010-03-03,305000
04764454,"Oakdale Farms Ltd",1,0,0,2024-06-10,2024-06-10,499900
04766053,"RJ Clark Ltd",1,0,0,2007-07-20,2007-07-20,300000
04611579,"Silver Cross (UK) Ltd",1,0,0,2009-09-22,2009-09-22,2500000
04791222,"PASAB Ltd",1,0,0,2015-04-10,2015-04-10,500000
04795101,"Mpower Training Solutions Ltd",1,0,0,2014-04-11,2014-04-11,500000
04795804,"Alexandra House Care Services Ltd",1,0,0,2015-03-30,2015-03-30,200000
04795856,"Jewelite Trading Ltd",1,0,0,2005-11-25,2005-11-25,1700000
04796460,"Weston Homes Group Limited",1,0,0,2007-04-13,2007-04-13,150000
04811765,"AGCP Ltd",1,0,0,2005-05-15,2005-05-15,3000000
04604895,"Stadium Investment Ltd",1,0,0,2009-12-31,2009-12-31,500000
04594577,"Margintest Ltd",1,0,0,2005-02-15,2005-02-15,530000
04591440,"NGC Networks Limited",1,0,0,2009-07-17,2009-07-17,182500
04834010,"Call Connection Limited",1,0,0,2014-10-30,2014-10-30,300000
04835672,"Storey Homes",1,0,0,2018-01-31,2018-01-31,500000
04840085,"STRONGVOX LIMITED",1,0,0,2024-05-24,2024-05-24,500000
04853169,"Auvian Limited",1,0,0,2010-04-28,2010-04-28,1000000
04856208,"Isle of Man Containerline UK Ltd",1,0,0,2015-02-12,2015-02-12,300000
04862988,"EUROPEAN CHANNEL DEVELOPMENT LIMITED",1,0,0,2023-05-31,2023-05-31,1000000
04546128,"The London Heliport Limited",1,0,0,2015-05-14,2015-05-14,2017500
04870412,"Growing Green Limited",1,0,0,2015-04-02,2015-04-02,200000
04881462,"S A Capital Ltd",1,0,0,2010-04-10,2010-04-10,200000
04537090,"DB Symmetry Ltd",1,0,0,2025-05-14,2025-05-14,2500000
04528532,"The Publishing and Licensing Agency Ltd",1,0,0,2006-03-21,2006-03-21,750000
04900689,"A & H Developers Ltd",1,0,0,2018-03-28,2018-03-28,1249800
04926764,"Yorkshire Ventures Ltd",1,0,0,2006-01-18,2006-01-18,400000
04927371,"Yorkshire Developments Limited",1,0,0,2009-09-25,2009-09-25,400000
04941724,"The Lansdowne Hotel (Eastbourne) Ltd",1,0,0,2010-03-30,2010-03-30,300000
04953833,"Village Developments Strategic Land Limited",1,0,0,2014-12-04,2014-12-04,250000
04954668,"DTP JOINERY & BUILDING MAINTENANCE LIMITED",1,0,0,2010-04-23,2010-04-23,300000
04962865,"TMG Properties Ltd",1,0,0,2005-03-31,2005-03-31,999966
04969745,"First Belgravia Properties Ltd",1,0,0,2012-09-18,2012-09-18,1500000
04973721,"Obviam Ltd",1,0,0,2005-04-30,2005-04-30,200000
04523913,"Sterling Capitol Group PLC",1,0,0,2007-09-11,2007-09-11,1000000
04980746,"LWE Ltd",1,0,0,2004-03-08,2004-03-08,1000000
04981374 ?,"Barmoor Castle Country Park",1,0,0,2022-05-30,2022-05-30,500000
04523727,"Assetgrove Lettings Ltd",1,0,0,2013-12-05,2013-12-05,190000
04991577,"Energy & Environment Business Services Ltd",1,0,0,2006-11-28,2006-11-28,150000
04999674,"Rumpus PR",1,0,0,2017-03-30,2017-03-30,180000
05004420,"Darren Baker Fine Arts Ltd",1,0,0,2012-01-25,2012-01-25,5000000
05015373,"International Metallurgical Resources Limited",1,0,0,2019-07-24,2019-07-24,1000000
05015556,"Benalla Limited",1,0,0,2015-02-18,2015-02-18,500000
05033394,"BSN Capital Partners Ltd",1,0,0,2007-03-30,2007-03-30,10000000
04517529,"Computer Service Centre Ltd",1,0,0,2018-03-08,2018-03-08,336852
04513499,"GASCOYNE ESTATES LIMITED",1,0,0,2024-07-02,2024-07-02,500000
04495445,"Assetz for Investors Ltd",1,0,0,2013-08-15,2013-08-15,860000
05042763,"Investment Trust Limited",1,0,0,2009-12-18,2009-12-18,500000
05045148,"Simple Claims Limited",1,0,0,2012-12-31,2012-12-31,200000
05046506,"Alpha Medical Concultancy Ltd",1,0,0,2013-12-24,2013-12-24,500000
05050619,"The West Retail Group Ltd",1,0,0,2025-04-02,2025-04-02,1000000
05055257,"Patil Diagnostics Ltd",1,0,0,2010-07-15,2010-07-15,1000000
05056974,"Network Critical Physical Infrastructure Limited",1,0,0,2015-12-23,2015-12-23,300000
05060185,"Vanguard Packing Ltd",1,0,0,2015-04-22,2015-04-22,500000
05067848,"Hogarths Hotel Limited",1,0,0,2015-06-30,2015-06-30,200000
05072187,"Forset Court Ltd",1,0,0,2010-04-21,2010-04-21,300000
04490190,"DCD Properties Limited",1,0,0,2009-11-27,2009-11-27,300000
04488426,"Dalton Homes (North East) Limited",1,0,0,2015-04-22,2015-04-22,250000
05095713,"Ashmoat Ltd",1,0,0,2019-06-07,2019-06-07,1000000
05104786,"Simec Uskmouth Power Limited",1,0,0,2016-02-09,2016-02-09,1250000
05114893,"M & C Saatchi PLC",1,0,0,2010-05-06,2010-05-06,6000000
SC141222,"Classic Lodges Ltd",1,0,0,2008-06-11,2008-06-11,5000000
05130824,"Powerscourt Ltd",1,0,0,2016-03-21,2016-03-21,180000
05132465,"CFN Insurance Services Ltd",1,0,0,2017-06-08,2017-06-08,750000
04487036,"FRENCHCROFT INVESTMENTS LIMITED",1,0,0,2026-01-21,2026-01-21,500000
05132672,"CAIRNS DIDGE PROPERTY UK LTD",1,0,0,2024-04-11,2024-04-11,250000
05136644,"Purple Apple Ltd",1,0,0,2010-04-29,2010-04-29,1500000
05166622,"The Anderson Group",1,0,0,2006-10-30,2006-10-30,1000000
05178692,"Churchouse Financial Planning Ltd",1,0,0,2011-01-25,2011-01-25,155000
04483789,"China Tang London Ltd",1,0,0,2009-11-26,2009-11-26,800000
04476848,"Zoe Ashton Ltd",1,0,0,2010-03-09,2010-03-09,200000
05195765,"The Unex Group",1,0,0,2019-06-07,2019-06-07,2500000
04464549,"Whitehall Industrial Ltd",1,0,0,2024-03-26,2024-03-26,250000
04462867,"Get Property Management Limited",1,0,0,2010-04-01,2010-04-01,500000
05212852,"D1 Oils Plc",1,0,0,2005-01-10,2005-01-10,597500
05213591,"Hartley (Head Office) Limited",1,0,0,2015-04-17,2015-04-17,250000
05227778,"Countryside Alliance",1,0,0,2017-02-14,2017-02-14,1800000
05255036,"Chancel Liability Services Ltd",1,0,0,2007-02-20,2007-02-20,117500
04461603,"Splitside Ltd.",1,0,0,2003-12-01,2003-12-01,2945000
05261538,"Aspers Group Ltd",1,0,0,2019-08-08,2019-08-08,1000000
05270937,"Simple Self Drive Ltd",1,0,0,2013-12-26,2013-12-26,300000
05277201,"Facilitec Properties Ltd",1,0,0,2018-09-07,2018-09-07,250000
05287259,"Lifetime Care Ltd",1,0,0,2015-02-13,2015-02-13,500000
05295764,"Mill Lane Consulting Ltd",1,0,0,2005-04-13,2005-04-13,200000
05298570,"DLA Piper Rudnick Gray Cary Uk Ltd",1,0,0,2006-08-08,2006-08-08,581600
04457655,"Brevan Howard Services Ltd",1,0,0,2006-10-17,2006-10-17,1000000
05369932,"Global Strategy Ltd",1,0,0,2006-12-04,2006-12-04,1600000
04454838,"Project Associates UK Ltd",1,0,0,2012-10-04,2012-10-04,654590
05385186,"Berkshire Properties Limited",1,0,0,2015-04-17,2015-04-17,500000
04454150,"Cohiba Support Services Ltd",1,0,0,2024-05-24,2024-05-24,6000000
05391900,"Clicknow Ltd",1,0,0,2009-07-30,2009-07-30,600000
05400677,"Benson Box Holdings Ltd",1,0,0,2010-01-13,2010-01-13,150000
05410707,"Thothall Group Limited",1,0,0,2010-05-06,2010-05-06,250000
05412807,"Vectrix UK Ltd",1,0,0,2006-07-03,2006-07-03,600000
05415039,"DLA Piper Rudnick Gray Cary Ltd (Sponsorship)",1,0,0,2007-07-25,2007-07-25,587500
05417533,"Thresholds Limited",1,0,0,2019-12-12,2019-12-12,1000000
05436405,"Plastic Head Media Ltd",1,0,0,2014-10-02,2014-10-02,273542
05452838,"Paul Hodgkinson Limited",1,0,0,2015-02-26,2015-02-26,300000
05460881,"Jermyn Consultancy Services Limited",1,0,0,2015-10-28,2015-10-28,1000000
05484800,"ABBOTT MOODY ASSOCIATES LIMITED",1,0,0,2024-07-09,2024-07-09,250000
SC141909,"Grampian Foods Ltd",1,0,0,2001-03-12,2001-03-12,1370000
05501935,"KIPLUN LIMITED",1,0,0,2024-06-26,2024-06-26,400000
05505298,"Markland Holdings Ltd",1,0,0,2007-09-28,2007-09-28,10000000
04438360,"Overseas Packing Company UK Ltd",1,0,0,2005-02-01,2005-02-01,500000
05527531,"Ivor Caplin Consultancy Limited",1,0,0,2006-09-11,2006-09-11,670000
05531440,"Halo Living Ltd",1,0,0,2010-10-12,2010-10-12,200000
04434949,"Pinnacle Investment Management",1,0,0,2006-04-03,2006-04-03,200000
04434554,"CDV-2 Ltd",1,0,0,2016-01-28,2016-01-28,1125000
05547549,"Ennismore Gardens Ltd",1,0,0,2009-09-15,2009-09-15,750000
05564847,"Tournerbury Holdings Limited",1,0,0,2015-06-28,2015-06-28,594000
04417845,"Zeus Capital Ltd",1,0,0,2016-06-15,2016-06-15,181240
04417234,"Putterill's of Hertfordshire (Welwyn Garden City)",1,0,0,2016-06-23,2016-06-23,200000
04415277,"Investream Ltd",1,0,0,2015-03-20,2015-03-20,200000
05597421,"Unex Ltd",1,0,0,2016-09-26,2016-09-26,2000000
05598549,"Hitachi Rail Europe Ltd",1,0,0,2013-06-24,2013-06-24,200000
04412004,"Astimwood Properties Ltd",1,0,0,2005-02-24,2005-02-24,300000
0560074,"Lionel Cooke Memorial Fund",1,0,0,2024-03-19,2024-03-19,3000000
SC142872,"Phoenix Honda Ltd",1,0,0,2005-09-20,2005-09-20,192800
04407436,"Carling Associates Ltd",1,0,0,2005-01-31,2005-01-31,1800000
05603875,"Tele City Group PLc",1,0,0,2013-05-10,2013-05-10,1000000
04404208,"Xtratherm UK Ltd",1,0,0,2015-05-05,2015-05-05,2500000
05625948,"Dilman UK Limited",1,0,0,2011-11-01,2011-11-01,300000
04392703,"OCI UK Ltd",1,0,0,2009-10-23,2009-10-23,5000000
04391888,"Southroup Estates Ltd",1,0,0,2015-02-09,2015-02-09,1600000
05655540,"Stadium Capital Developments Ltd",1,0,0,2014-07-18,2014-07-18,500000
04361823,"Ashport Ltd",1,0,0,2012-11-16,2012-11-16,2360000
04345773,"Cairns Didge UK Limited",1,0,0,2023-12-01,2023-12-01,250000
05683298,"Thornwood Investments Ltd",1,0,0,2010-04-22,2010-04-22,450000
